SienaReference,LegNo,SienaCommonRef,GroupRefNo,DealType,FullDealType,FullSubDealType,Broker,Status,Traded,TradeDate,StartDate,MaturityDate,ContractNumber,ExternalReference,DealingInterface,DealtAmount,AgainstAmount,DealtCcy,AgainstCcy,MajorCcy,MinorCcy,AllInRate,AllInRate2,ABSRate,SalesMargin,SalesMargin2,ChlMargin,Book,CounterBook,ParentContractNumber,MktRate,MktRate2,FixingBasis,SettleCcy,SettlementRate,DateTime,CallGroup,DmIndicator,RefIrType,RefIRType2,RefIrPeriod,RefIrMargin,RefIRMargin2,OptionDate,QuoteBasis,MktPoints,Direction,NpvDate,NpvRate,InterestFrequency,InterestAction,InterestStrategy,InterestBasis,InterestBasis2,MandatedUser,CustomerSienaView,CustomerExternalView,SienaDealer,DealOwner,OriginUser,EditedByUser,DealOwnerMnemonic,UTCOriginTime,UTCUpdateTime,MarginTrading,MmLegSettleDate,MmLegMargin,MmLegAllInRate,SwapPoints,SpotDate,SpotRate,MktSpotRate,SpotSalesMargin,SpotChlMargin,RerouteCcy,MajSideSpotDate,MajSideSpotRate,MajSideMktSpotRate,MajSideTrueSpotRate,MajSideMktTrueSpotRate,MajSideSpotSalesMargin,MajSideSpotChMargin,MinSideSpotDate,MinSideSpotRate,MinSideMktSpotRate,MinSideTrueSpotRate,MinSideMktTrueSpotRate,MinSideSpotSalesMargin,MinSideSpotChlMargin,MajSideDate,MajSideRate,MajSideMktRate,MajSideSalesMargin,MajSideChlMargin,MinSideDate,MinSideRate,MinSideMarketRate,MinSideSalesMargin,MinSideChlMargin,PayInstruction,ReceiptInstruction,CustomerPayInstruction,CustomerReceiptInstruction,BackOfficeNotes,customerStatementNotes,NotesMargin,RequestedBy,EditReason,EditOtherReason,LimitOrderType,LimitOrderStatus,LimitOrderExpiryDate,LimitOrderExpiryTime,LimitOrderUTCExpiryTime,LimitOrderRate,LimitOrderTPRate,LimitOrderSLRate,LimitOrderOwner,LimitOrderCustodian,LimitOrderPartialFillOK,NIName,NICleanPrice,NIDirtyPrice,NIYield,NIClearingSystem,Acceptor,NIDiscount,FutureExchangeCode,FutureCurrIsoCode,FutureDeliveryMth,FutureContractCode,FutureLots,FastPay,PaymentFee,PaymentFeePolicy,PaymentReason,Hedged,Premium,PremiumQuote,PremiumCurrency,PremiumRate,PremiumPercent,PremiumDate,StrikePrice,Exercised,OptionExpiryDate,OptionExercisedDate,NoticeDays,AlternativeCurrency,PaymentDate,SettlementDate,FixingDate,SpotBook,MajSpotBook,MinSpotBook,ForwardBook,MajFwrdBook,MinFwrdBook,MMBook,MajMMBook,MinMMBook,RepoFundingRate,RepoMargin,RepoSafe,RepoInitialFloatingCouponRate,UTI,EditVersion,BrokeragePercentage,BrokerageCurrency,BrokerageAmount,BrokerageDate,AccountName,AccountNumber,CashBalance,DebitFrequency,CreditFrequency,FeeAmount,FeePercentage,SettAmtOutstanding,LedgerBalance,ManuallyQuoted,Portfolio,InternalId,InternalDeleted,ISIN,Waiver,EURAmount,EUROtherAmount,LEI,Equity,Shares,ResidualShares,StockExchange,ShareHolder
001834,1,001834,NULL,Acct,Account,Account,Bank,Confirmed,NULL,2018-05-15,2018-05-15,NULL,001957,123456EUR,Contact Manager,0,NULL,EUR,NULL,NULL,NULL,0,0,NULL,0,0,NULL,Spot,NULL,NULL,0,0,NULL,NULL,NULL,2018-07-03 14:44:55.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,NULL,NULL,Actual 360,Actual 360,Richard Branson,VirginGrp LON,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,MT1,2018-06-20 15:13:04,2018-06-20 15:15:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800OP8IQALEBOMT88001957,19,NULL,NULL,NULL,NULL,Trading Account,123456EUR,42918.45,Undefined,Undefined,NULL,0,NULL,42918.45,Not Applicable,NULL,131957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000831,1,000831,NULL,Acct,Account,Account,Imported,Confirmed,NULL,2017-12-12,2017-12-11,NULL,001008,NULL,Contact Manager,NULL,NULL,RUB,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,Spot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-07-03 14:44:52.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,NULL,NULL,Actual 360,Actual 360,Mr Gustav Petersen,Luminor   EST,NULL,NULL,SeniorDealer,SeniorDealer,SuperMWT,TR1,2017-12-12 13:52:51,2018-01-25 10:47:16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800ZY8OD37RGI4E67001008,146,NULL,NULL,NULL,NULL,Luminor RUB account,10002000,NULL,Undefined,Undefined,NULL,0,NULL,NULL,Not Applicable,NULL,71007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000832,1,000832,NULL,Acct,Account,Account,Imported,Confirmed,NULL,2017-12-12,2017-12-11,NULL,001009,NULL,Contact Manager,30,NULL,USD,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,Spot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-07-03 14:44:52.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,NULL,NULL,Actual 360,Actual 360,Mr Gustav Petersen,Luminor   EST,NULL,NULL,SeniorDealer,SeniorDealer,SuperMWT,TR1,2017-12-12 13:54:19,2018-01-25 10:47:30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800ZY8OD37RGI4E67001009,134,NULL,NULL,NULL,NULL,Luminor USD Account,10003000,30,Undefined,Undefined,NULL,0,NULL,30,Not Applicable,NULL,71008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001173,1,001173,NULL,Acct,Account,Account,Phone,Confirmed,NULL,2018-02-08,2018-02-08,NULL,001274,NULL,Contact Manager,200,NULL,GBP,NULL,NULL,NULL,0.1,0.25,NULL,0,0.15,NULL,Spot,NULL,NULL,0.1,0.1,NULL,NULL,NULL,2018-07-03 14:44:53.0000000,NULL,NULL,GBP Threshold Rate,"GBP Tier Rate ",NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,1,NULL,Actual 365,Actual 365,eT-external-OBO3,Anybank   LON,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,MT1,2018-02-08 08:41:41,2018-02-08 08:42:45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800UC6P2P7NTJ4C86001274,83,NULL,NULL,NULL,NULL,Anybank No 2 a/c,10005556,300.1,Undefined,Undefined,NULL,0,NULL,300.1,Not Applicable,NULL,81337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001172,1,001172,NULL,Acct,Account,Account,Phone,Confirmed,NULL,2018-02-08,2018-02-08,NULL,001272,NULL,Contact Manager,1000000,NULL,GBP,NULL,NULL,NULL,0.1,0.35,NULL,0,0.25,NULL,Spot,NULL,NULL,0.1,0.1,NULL,NULL,NULL,2018-07-03 14:44:53.0000000,NULL,NULL,GBP Threshold Rate,"GBP Tier Rate ",NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,1,NULL,Actual 365,Actual 365,eT-external-OBO3,Anybank   LON,NULL,NULL,SuperMWT,SuperMWT,NULL,MT1,2018-02-08 08:40:44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800UC6P2P7NTJ4C86001272,84,NULL,NULL,NULL,NULL,Anybank No 1 a/c,10005555,1000417.84,Undefined,Undefined,NULL,0,NULL,1000417.84,Not Applicable,NULL,81336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000829,1,000829,NULL,Acct,Account,Account,Investec,Confirmed,NULL,2017-12-12,2017-12-11,NULL,001007,NULL,Contact Manager,10,NULL,EUR,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,Spot,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-07-03 14:44:52.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,NULL,NULL,Actual 360,Actual 360,Mr Gustav Petersen,Luminor   EST,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,MT1,2017-12-12 13:43:15,2018-01-25 10:46:55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800ZY8OD37RGI4E67001007,130,NULL,NULL,NULL,NULL,Luminor EUR Account,10001000,10,Undefined,Undefined,NULL,0,NULL,10,Not Applicable,NULL,71004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001833,1,001833,NULL,Acct,Account,Account,Bank,Confirmed,NULL,2018-05-15,2018-05-15,NULL,001958,123456USD,Contact Manager,0,NULL,USD,NULL,NULL,NULL,0,0,NULL,0,0,NULL,Spot,NULL,NULL,0,0,NULL,NULL,NULL,2018-07-03 14:44:55.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,NULL,NULL,Actual 360,Actual 360,Richard Branson,VirginGrp LON,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,MT1,2018-06-20 15:12:20,2018-06-20 15:15:20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213800OP8IQALEBOMT88001958,19,NULL,NULL,NULL,NULL,Trading Account,123456USD,50000,Undefined,Undefined,NULL,0,NULL,50000,Not Applicable,NULL,131956,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000427,1,000427,NULL,Acct,Account,Account,Phone,Confirmed,NULL,2017-09-08,2017-09-08,NULL,000488,NULL,Contact Manager,50000000,NULL,GBP,NULL,NULL,NULL,0.295,0.2831,NULL,0,0,NULL,Deal,NULL,NULL,0.295,0.2831,NULL,NULL,NULL,2018-07-03 14:44:51.0000000,NULL,NULL,GBP Threshold Rate,"GBP Tier Rate ",NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,NULL,NULL,Actual 365,Actual 365,Edward Eurobase,BOE       LON,NULL,NULL,SuperMWT,SuperMWT,NULL,MT1,2017-09-08 15:15:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,980367EURO8219KGH09G000488,159,NULL,NULL,NULL,NULL,Bank of England No 1 a/c,10005544,50000000,Undefined,Undefined,NULL,0,NULL,50000000,Not Applicable,NULL,50662,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001518,1,001518,NULL,Acct,Account,Account,Phone,Confirmed,NULL,2018-03-28,2018-01-02,NULL,001672,6789012345,Contact Manager,0,NULL,GBP,NULL,NULL,NULL,0.005,0.05,NULL,0,0,NULL,GAB,NULL,NULL,0.005,0.05,NULL,NULL,NULL,2018-07-03 14:44:55.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,NULL,NULL,Actual 365,Actual 365,Mr Barclay,BARCLAYS  LON,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,MT1,2018-03-28 12:39:22,2018-03-28 14:20:23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G5GSEF7VJP5I7OUK5573001672,48,NULL,NULL,NULL,NULL,BARCLAYS GBP ACCOUNT,6789012345,0,Undefined,Undefined,NULL,0,NULL,0,Not Applicable,NULL,101672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000635,1,000635,NULL,Acct,Account,Account,Bank,Confirmed,NULL,2017-10-17,2017-10-17,NULL,000668,NULL,ePayments,10000,NULL,USD,NULL,NULL,NULL,0.002,0.003,NULL,0,0,NULL,Paym,NULL,NULL,0.002,0.003,NULL,NULL,NULL,2018-07-03 14:44:52.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,1,NULL,Actual 360,Actual 360,Henry M. Mattos,Disney    WEB,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,MT1,2017-10-17 14:05:44,2017-10-17 14:15:34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,969500FZ2VNB81C46W67000668,143,NULL,NULL,NULL,NULL,USD Account,65245001,10100.16,Undefined,Undefined,NULL,0,NULL,10100.16,Not Applicable,NULL,60857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000641,1,000641,NULL,Acct,Account,Account,Bank,Confirmed,NULL,2017-10-17,2017-10-17,NULL,000667,NULL,ePayments,5000000,NULL,USD,NULL,NULL,NULL,0.005,0.0001,NULL,0,0,NULL,Paym,NULL,NULL,0.005,0.0001,NULL,NULL,NULL,2018-07-03 14:44:52.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,0,NULL,Actual 360,Actual 360,Dorothy W. Arner,Disney    WEB,NULL,NULL,SuperMWT,SuperMWT,SuperMWT,MT1,2017-10-17 14:14:50,2017-10-17 14:15:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,969500FZ2VNB81C46W67000667,142,NULL,NULL,NULL,NULL,USD Account [HQ],65585001,4999900,Undefined,Undefined,NULL,0,NULL,4999900,Not Applicable,NULL,60860,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000631,1,000631,NULL,Acct,Account,Account,Bank,Confirmed,NULL,2017-10-17,2017-10-17,NULL,000657,NULL,ePayments,100000,NULL,CHF,NULL,NULL,NULL,0.01,0.02,NULL,0,0,NULL,Paym,NULL,NULL,0.01,0.02,NULL,NULL,NULL,2018-07-03 14:44:51.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,2,NULL,Actual 360,Actual 360,Henry M. Mattos,Disney    WEB,NULL,NULL,SuperMWT,SuperMWT,NULL,MT1,2017-10-17 13:59:16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,969500FZ2VNB81C46W67000657,140,NULL,NULL,NULL,NULL,CHF Account,97245001,100000,Undefined,Undefined,NULL,0,NULL,100000,Not Applicable,NULL,60853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000632,1,000632,NULL,Acct,Account,Account,Bank,Confirmed,NULL,2017-10-17,2017-10-17,NULL,000658,NULL,ePayments,15000,NULL,DKK,NULL,NULL,NULL,0.001,0.001,NULL,0,0,NULL,Paym,NULL,NULL,0.001,0.001,NULL,NULL,NULL,2018-07-03 14:44:51.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,1,NULL,Actual 360,Actual 360,David J. Kim,Disney    WEB,NULL,NULL,SuperMWT,SuperMWT,NULL,MT1,2017-10-17 14:01:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,969500FZ2VNB81C46W67000658,140,NULL,NULL,NULL,NULL,DKK Account,89587004,15000.08,Undefined,Undefined,NULL,0,NULL,15000.08,Not Applicable,NULL,60854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
000633,1,000633,NULL,Acct,Account,Account,Bank,Confirmed,NULL,2017-10-17,2017-10-17,NULL,000659,NULL,ePayments,1251231,NULL,EUR,NULL,NULL,NULL,0.002,0.003,NULL,0,0,NULL,Paym,NULL,NULL,0.002,0.003,NULL,NULL,NULL,2018-07-03 14:44:51.0000000,NULL,NULL,Fixed,Fixed,NULL,NULL,NULL,NULL,NULL,NULL,DEPOSIT,NULL,NULL,Undefined,0,NULL,Actual 360,Actual 360,Henry M. Mattos,Disney    WEB,NULL,NULL,SuperMWT,SuperMWT,NULL,MT1,2017-10-17 14:02:14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,969500FZ2VNB81C46W67000659,142,NULL,NULL,NULL,NULL,EUR Account,79536002,1251231,Undefined,Undefined,NULL,0,NULL,1251231,Not Applicable,NULL,60855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
